Criteria ID,Name,Canonical Name,Parent ID,Country Code,Target Type,Status,UULE
"1005781","Algolsheim","Algolsheim,Grand Est,France","9068896","FR","City",Active,w+CAIQIFISCReHRVBMbZFHEQBBOZq5XwoE
"1005782","Cernay","Cernay,Grand Est,France","9068896","FR","City",Active,w+CAIQIFISCa3FqfMPgZFHEeteShkvwnc3
"1005783","Colmar","Colmar,Grand Est,France","9068896","FR","City",Active,w+CAIQIFISCc_BcPbfZZFHEWbpbGE-fl3j
"1005784","Ensisheim","Ensisheim,Grand Est,France","9068896","FR","City",Active,w+CAIQIFISCeNoDtQvdpFHETA8OZq5XwoE
"1005785","Erstein","Erstein,Grand Est,France","9068896","FR","City",Active,w+CAIQIFISCVnVGtmGNZFHEYNJveYeSmgG
"1005786","Ferrette","Ferrette,Grand Est,France","9068896","FR","City",Active,w+CAIQIFISCbmNNDWE7JFHES21eMDMN2tA
"1005787","Geispolsheim","Geispolsheim,Grand Est,France","9068896","FR","City",Active,w+CAIQIFISCU9-r2SktZZHEeBYOZq5XwoE
"1005788","Haguenau","Haguenau,Grand Est,France","9068896","FR","City",Active,w+CAIQIFISCWmkD9LY6pZHEXq5rRIhIFWm
"1005789","Horbourg-Wihr","Horbourg-Wihr,Grand Est,France","9068896","FR","City",Active,w+CAIQIFISCbmqLP_KaJFHEUA4OZq5XwoE
"1005790","Illkirch-Graffenstaden","Illkirch-Graffenstaden,Grand Est,France","9068896","FR","City",Active,w+CAIQIFISCe2u_N0WypZHEcn0nRm91zQe
"1005791","Ingersheim","Ingersheim,Grand Est,France","9068896","FR","City",Active,w+CAIQIFISCRO7zV-wZpFHEcY96o6eHEo_
"1005792","La Wantzenau","La Wantzenau,Grand Est,France","9068896","FR","City",Active,w+CAIQIFISCfsahqoqxJZHER1yHnJoobkR
"1005793","Lingolsheim","Lingolsheim,Grand Est,France","9068896","FR","City",Active,w+CAIQIFISCaekIPIRtpZHEWBSOZq5XwoE
"1005794","Mulhouse","Mulhouse,Grand Est,France","9068896","FR","City",Active,w+CAIQIFISCWuUiB1sm5FHEWAzOZq5XwoE
"1005795","Rouffach","Rouffach,Grand Est,France","9068896","FR","City",Active,w+CAIQIFISCSmlPHSue5FHEUeaT-Tj021T
"1005796","Sausheim","Sausheim,Grand Est,France","9068896","FR","City",Active,w+CAIQIFISCR34htxDnJFHEZzetpzZ5Gku
"1005797","Saverne","Saverne,Grand Est,France","9068896","FR","City",Active,w+CAIQIFISCRtHh7IfHpRHEYBIOZq5XwoE
"1005798","Schiltigheim","Schiltigheim,Grand Est,France","9068896","FR","City",Active,w+CAIQIFISCUkyO0VvyJZHEfwXezeLU7tF
"1005799","Schweighouse-sur-Moder","Schweighouse-sur-Moder,Grand Est,France","9068896","FR","City",Active,w+CAIQIFISCbfc2-IBlZZHEfIu82zzD2qA
"1005800","Selestat","Selestat,Grand Est,France","9068896","FR","City",Active,w+CAIQIFISCU1FtriRRJFHEQBHOZq5XwoE
"1005801","Strasbourg","Strasbourg,Grand Est,France","9068896","FR","City",Active,w+CAIQIFISCcGyGF5JyJZHER8k5xgxSBqX
"1005802","Surbourg","Surbourg,Grand Est,France","9068896","FR","City",Active,w+CAIQIFISCdn9OaEJ7ZZHEbCVo8l4oqOi
"1005804","Agen","Agen,Nouvelle-Aquitaine,France","9069522","FR","City",Active,w+CAIQIFISCQ-Dhf8as6sSEfC7FUgXZQYE
"1005805","Anglet","Anglet,Nouvelle-Aquitaine,France","9069522","FR","City",Active,w+CAIQIFISCTWXl9wcQFENEUiruTj4X7y9
"1005806","Ares","Ares,Nouvelle-Aquitaine,France","9069522","FR","City",Active,w+CAIQIFISCWeH-exUoVQNEdh5eZ2rwg0D
"1005807","Bayonne","Bayonne,Nouvelle-Aquitaine,France","9069522","FR","City",Active,w+CAIQIFISCW_U3mOLQFENEVw9MtnT10ud
"1005808","Beautiran","Beautiran,Nouvelle-Aquitaine,France","9069522","FR","City",Active,w+CAIQIFISCR_LWhqmIlUNEaDuFkgXZQYE
"1005809","Biarritz","Biarritz,Nouvelle-Aquitaine,France","9069522","FR","City",Active,w+CAIQIFISCTMe8worFVENETCoE0gXZQYE
"1005810","Bidart","Bidart,Nouvelle-Aquitaine,France","9069522","FR","City",Active,w+CAIQIFISCavd4tuFFFENEQZeBg0HEn85
"1005811","Bordeaux","Bordeaux,Nouvelle-Aquitaine,France","9069522","FR","City",Active,w+CAIQIFISCYHKUffoJ1UNEYl6OXsDhmN5
"1005812","Bruges","Bruges,Nouvelle-Aquitaine,France","9069522","FR","City",Active,w+CAIQIFISCYvkb0Mq1lQNEVDsFkgXZQYE
"1005813","Clermont-d'Excideuil","Clermont-d'Excideuil,Nouvelle-Aquitaine,France","9069522","FR","City",Active,w+CAIQIFISCcfgaqiLOf9HEcvqLsj87ei-
"1005814","Gradignan","Gradignan,Nouvelle-Aquitaine,France","9069522","FR","City",Active,w+CAIQIFISCZtcn0dJ31QNERDlFkgXZQYE
"1005815","Hossegor","Hossegor,Nouvelle-Aquitaine,France","9069522","FR","City",Active,w+CAIQIFISCVUX5PmXW1ENEbE9ZDFWiWTO
"1005816","La Reunion","La Reunion,Nouvelle-Aquitaine,France","9069522","FR","City",Active,w+CAIQIFISCSlI6XP-eqoSEXCuFUgXZQYE
"1005817","La Teste-de-Buch","La Teste-de-Buch,Nouvelle-Aquitaine,France","9069522","FR","City",Active,w+CAIQIFISCW_GM9Y8nVQNEbDQFkgXZQYE
"1005818","Latresne","Latresne,Nouvelle-Aquitaine,France","9069522","FR","City",Active,w+CAIQIFISCWNCHDllJFUNERM52oAPG2rY
"1005819","Le Haillan","Le Haillan,Nouvelle-Aquitaine,France","9069522","FR","City",Active,w+CAIQIFISCWEOGJjG0FQNEZDkFkgXZQYE
"1005820","Libourne","Libourne,Nouvelle-Aquitaine,France","9069522","FR","City",Active,w+CAIQIFISCfsGcBZPSVUNEfDhFkgXZQYE
"1005821","Lons","Lons,Nouvelle-Aquitaine,France","9069522","FR","City",Active,w+CAIQIFISCYMlFUF8T1YNEZCaE0gXZQYE
"1005822","Lormont","Lormont,Nouvelle-Aquitaine,France","9069522","FR","City",Active,w+CAIQIFISCV2iVWotL1UNEUCwTbogVi_j
"1005823","Merignac","Merignac,Nouvelle-Aquitaine,France","9069522","FR","City",Active,w+CAIQIFISCbcjgLrb2VQNEXYegdz1vURW
"1005824","Orthez","Orthez,Nouvelle-Aquitaine,France","9069522","FR","City",Active,w+CAIQIFISCeHoAhHEklYNEZCVE0gXZQYE
"1005825","Pau","Pau,Nouvelle-Aquitaine,France","9069522","FR","City",Active,w+CAIQIFISCel6XLSFSFYNEbCUE0gXZQYE
"1005826","Pauillac","Pauillac,Nouvelle-Aquitaine,France","9069522","FR","City",Active,w+CAIQIFISCVPcuENhzwFIEbDdFkgXZQYE
"1005827","Perigueux","Perigueux,Nouvelle-Aquitaine,France","9069522","FR","City",Active,w+CAIQIFISCeEOSpQBcf9HEYX3jgOez7Pg
"1005828","Saint-Capraise-de-Lalinde","Saint-Capraise-de-Lalinde,Nouvelle-Aquitaine,France","9069522","FR","City",Active,w+CAIQIFISCa2ZHdYmJqsSEbD8F0gXZQYE
"1005829","Saint-Marcel-du-Perigord","Saint-Marcel-du-Perigord,Nouvelle-Aquitaine,France","9069522","FR","City",Active,w+CAIQIFISCR2iZRGfLqsSEfD4F0gXZQYE
"1005830","Saint-Pierre-du-Mont","Saint-Pierre-du-Mont,Nouvelle-Aquitaine,France","9069522","FR","City",Active,w+CAIQIFISCbWykTxR0VUNESAuFkgXZQYE
"1005831","Talence","Talence,Nouvelle-Aquitaine,France","9069522","FR","City",Active,w+CAIQIFISCQuZ2KZwJ1UNESDRFkgXZQYE
"1005832","Aubiere","Aubiere,Auvergne-Rhone-Alpes,France","9069525","FR","City",Active,w+CAIQIFISCREgOZ5eHPdHESDM5cuvPAkE
"1005833","Brioude","Brioude,Auvergne-Rhone-Alpes,France","9069525","FR","City",Active,w+CAIQIFISCVV1t7ItQfZHETlO7ikB7Bvr
"1005834","Chamalieres","Chamalieres,Auvergne-Rhone-Alpes,France","9069525","FR","City",Active,w+CAIQIFISCZ2mRKIzGvdHEVDI5cuvPAkE
"1005835","Clermont-Ferrand","Clermont-Ferrand,Auvergne-Rhone-Alpes,France","9069525","FR","City",Active,w+CAIQIFISCQeFLn_dG_dHESJvoDhgMJQ5
"1005836","Cusset","Cusset,Auvergne-Rhone-Alpes,France","9069525","FR","City",Active,w+CAIQIFISCZsqIxzrzPZHEVphQMr2xhz0
"1005837","Le Puy","Le Puy,Auvergne-Rhone-Alpes,France","9069525","FR","City",Active,w+CAIQIFISCSnIoEFA-vVHEXD658uvPAkE
"1005838","Moulins","Moulins,Auvergne-Rhone-Alpes,France","9069525","FR","City",Active,w+CAIQIFISCZPctDAxHPFHEaC_68uvPAkE
"1005839","Neris-les-Bains","Neris-les-Bains,Auvergne-Rhone-Alpes,France","9069525","FR","City",Active,w+CAIQIFISCTF4yF4sqfBHEWaK2iYc0KDX
"1005840","Riom","Riom,Auvergne-Rhone-Alpes,France","9069525","FR","City",Active,w+CAIQIFISCaeSwrCEIfdHEVC65cuvPAkE
"1005841","Saint-Flour","Saint-Flour,Auvergne-Rhone-Alpes,France","9069525","FR","City",Active,w+CAIQIFISCcsVjYBg0_dHEZHzGKyMNAmd
"1005842","Vichy","Vichy,Auvergne-Rhone-Alpes,France","9069525","FR","City",Active,w+CAIQIFISCelzmV8QzfZHETC468uvPAkE
"1005843","Armes","Armes,Bourgogne-Franche-Comte,France","9068895","FR","City",Active,w+CAIQIFISCQlwp-sCJu5HEaCLELM0zgkE
"1005844","Arnay-le-Duc","Arnay-le-Duc,Bourgogne-Franche-Comte,France","9068895","FR","City",Active,w+CAIQIFISCavYmYFWafJHEaBlFLM0zgkE
"1005845","Autun","Autun,Bourgogne-Franche-Comte,France","9068895","FR","City",Active,w+CAIQIFISCVUV-XUKOfJHETD0DrM0zgkE
"1005846","Auxerre","Auxerre,Bourgogne-Franche-Comte,France","9068895","FR","City",Active,w+CAIQIFISCeGvNbcwT-5HEZEnorp6U-Yu
"1005847","Chalon-sur-Saone","Chalon-sur-Saone,Bourgogne-Franche-Comte,France","9068895","FR","City",Active,w+CAIQIFISCTlm7OSX_PJHEXDwDrM0zgkE
"1005848","Chatillon-sur-Seine","Chatillon-sur-Seine,Bourgogne-Franche-Comte,France","9068895","FR","City",Active,w+CAIQIFISCTdjadkat-1HEV3cENEHUrP_
"1005849","Cluny","Cluny,Bourgogne-Franche-Comte,France","9068895","FR","City",Active,w+CAIQIFISCZ2z9zijCvNHEXgtvkaWWJlC
"1005850","Dijon","Dijon,Bourgogne-Franche-Comte,France","9068895","FR","City",Active,w+CAIQIFISCXWW_e-MnfJHEdBYFLM0zgkE
"1005851","Genlis","Genlis,Bourgogne-Franche-Comte,France","9068895","FR","City",Active,w+CAIQIFISCQXkk6_3o_JHEQBVFLM0zgkE
"1005852","Le Creusot","Le Creusot,Bourgogne-Franche-Comte,France","9068895","FR","City",Active,w+CAIQIFISCds489ntS_JHEaWCkE041dCG
"1005853","Longvic","Longvic,Bourgogne-Franche-Comte,France","9068895","FR","City",Active,w+CAIQIFISCTmDPSeSnvJHEYInKGLWwzpp
"1005854","Montchanin","Montchanin,Bourgogne-Franche-Comte,France","9068895","FR","City",Active,w+CAIQIFISCbdnky0mTfJHEQfFBCVWftDF
"1005855","Premery","Premery,Bourgogne-Franche-Comte,France","9068895","FR","City",Active,w+CAIQIFISCYn6WA1QM_BHEXi-sdJfqFWn
"1005856","Sens","Sens,Bourgogne-Franche-Comte,France","9068895","FR","City",Active,w+CAIQIFISCSEerlhPBe9HETBXDbM0zgkE
"1005857","Saint-Marcel","Saint-Marcel,Bourgogne-Franche-Comte,France","9068895","FR","City",Active,w+CAIQIFISCcX9-KM-4_JHEfDZDrM0zgkE
"1005858","Saint-Vallier","Saint-Vallier,Bourgogne-Franche-Comte,France","9068895","FR","City",Active,w+CAIQIFISCeWVfYdntvNHEYDXDrM0zgkE
"1005859","Brest","Brest,Brittany,France","20316","FR","City",Active,w+CAIQIFISCZNbktnhuxZIEaswnBdYg0jG
"1005860","Bruz","Bruz,Brittany,France","20316","FR","City",Active,w+CAIQIFISCS8vIB70Hg9IEWs6WdXYsgYq
"1005861","Cesson-Sevigne","Cesson-Sevigne,Brittany,France","20316","FR","City",Active,w+CAIQIFISCTWL1sMx2Q5IEUCQLJMY5rJV
"1005862","Chateaugiron","Chateaugiron,Brittany,France","20316","FR","City",Active,w+CAIQIFISCRcwNplCKA9IEYC15DbNpQwE
"1005863","Cournon","Cournon,Brittany,France","20316","FR","City",Active,w+CAIQIFISCWnW9LL-oQ9IEVDH4jbNpQwE
"1005864","Dinan","Dinan,Brittany,France","20316","FR","City",Active,w+CAIQIFISCdlyLzIZig5IEeA35jbNpQwE
"1005865","Fougeres","Fougeres,Brittany,France","20316","FR","City",Active,w+CAIQIFISCVNZef14NwlIEQfW7LqKkzFl
"1005866","Guer","Guer,Brittany,France","20316","FR","City",Active,w+CAIQIFISCb1z6dpUrw9IEZHKgH59c5OP
"1005867","La Gacilly","La Gacilly,Brittany,France","20316","FR","City",Active,w+CAIQIFISCdMwbOtCog9IESQ7xUhIAmJg
"1005868","Lannion","Lannion,Brittany,France","20316","FR","City",Active,w+CAIQIFISCTnFI8WKKxJIEQA05jbNpQwE
"1005869","Le Rheu","Le Rheu,Brittany,France","20316","FR","City",Active,w+CAIQIFISCdlyYEUv4g5IERCr5DbNpQwE
"1005870","Lorient","Lorient,Brittany,France","20316","FR","City",Active,w+CAIQIFISCe0JZqpWXhBIEerkzQx3ZzOp
"1005871","Morlaix","Morlaix,Brittany,France","20316","FR","City",Active,w+CAIQIFISCRNMUOjVYBFIEdOCMJo9zmDN
"1005872","Ploemel","Ploemel,Brittany,France","20316","FR","City",Active,w+CAIQIFISCfcRLnZdaxBIEbj40PI9qF6o
"1005873","Ploemeur","Ploemeur,Brittany,France","20316","FR","City",Active,w+CAIQIFISCWWI1LIi9RBIEQDA4jbNpQwE
"1005874","Pontivy","Pontivy,Brittany,France","20316","FR","City",Active,w+CAIQIFISCe1wm8XgzBFIEcVISRJc9loB
"1005875","Quimper","Quimper,Brittany,France","20316","FR","City",Active,w+CAIQIFISCa-uEy6X1RBIEdDNosrvhS3T
"1005876","Rennes","Rennes,Brittany,France","20316","FR","City",Active,w+CAIQIFISCYWQ1qcv3g5IETCr5DbNpQwE
"1005877","Saint-Brieuc","Saint-Brieuc,Brittany,France","20316","FR","City",Active,w+CAIQIFISCQMrVilBHQ5IEUAq5jbNpQwE
"1005878","Saint-Malo","Saint-Malo,Brittany,France","20316","FR","City",Active,w+CAIQIFISCV2_JiEQgQ5IES3hK7Ktfen4
"1005879","Trebeurden","Trebeurden,Brittany,France","20316","FR","City",Active,w+CAIQIFISCb83GC8Q0xNIERPFYSgCmP4-
"1005880","Vannes","Vannes,Brittany,France","20316","FR","City",Active,w+CAIQIFISCZHifcOEHhBIERM9I3swWPO5
"1005881","Vitre","Vitre,Brittany,France","20316","FR","City",Active,w+CAIQIFISCbV3CGVhKAlIEdCj5DbNpQwE
"1005882","Arthon","Arthon,Centre-Val de Loire,France","20317","FR","City",Active,w+CAIQIFISCSdBaS2CpPtHEQjc75MGCJ8b
"1005883","Blois","Blois,Centre-Val de Loire,France","20317","FR","City",Active,w+CAIQIFISCV3SyCOVV-NHEbApOAXXyA0E
"1005884","Boiscommun","Boiscommun,Centre-Val de Loire,France","20317","FR","City",Active,w+CAIQIFISCZH2VaqTCuVHERDkNwXXyA0E
"1005885","Bourges","Bourges,Centre-Val de Loire,France","20317","FR","City",Active,w+CAIQIFISCRe0m7h3lvpHEb6FXM0sKPvL
"1005886","Briare","Briare,Centre-Val de Loire,France","20317","FR","City",Active,w+CAIQIFISCYNUey9j9u9HEQDjNwXXyA0E
"1005887","Chambray-les-Tours","Chambray-les-Tours,Centre-Val de Loire,France","20317","FR","City",Active,w+CAIQIFISCVlm7D7Z1vxHESCROAXXyA0E
"1005888","Chartres","Chartres,Centre-Val de Loire,France","20317","FR","City",Active,w+CAIQIFISCYvh8SREDORHESntx1NIiGN4
"1005889","Chateaudun","Chateaudun,Centre-Val de Loire,France","20317","FR","City",Active,w+CAIQIFISCQlbFMuJf-NHEaCEOQXXyA0E
"1005890","Chateauroux","Chateauroux,Centre-Val de Loire,France","20317","FR","City",Active,w+CAIQIFISCc1386OroPtHEffWK8eFgS4Z
"1005891","Chevilly","Chevilly,Centre-Val de Loire,France","20317","FR","City",Active,w+CAIQIFISCfkJZmAt-ORHEYLZoyDZ_GVL
"1005892","Chinon","Chinon,Centre-Val de Loire,France","20317","FR","City",Active,w+CAIQIFISCatPlGGBQf1HEUfAzHY8dHFq
"1005893","Contres","Contres,Centre-Val de Loire,France","20317","FR","City",Active,w+CAIQIFISCYV237cVU_tHEUXxscKqnfoi
"1005894","Dreux","Dreux,Centre-Val de Loire,France","20317","FR","City",Active,w+CAIQIFISCXmOaOAeVeFHEfCBOQXXyA0E
"1005895","Esvres","Esvres,Centre-Val de Loire,France","20317","FR","City",Active,w+CAIQIFISCS0sRg920PxHEcCNOAXXyA0E
"1005896","Fondettes","Fondettes,Centre-Val de Loire,France","20317","FR","City",Active,w+CAIQIFISCcuKowQGK_1HEXCNOAXXyA0E
"1005897","Gien","Gien,Centre-Val de Loire,France","20317","FR","City",Active,w+CAIQIFISCbVV2haSXuVHEQW_qGkUMDgz
"1005898","Issoudun","Issoudun,Centre-Val de Loire,France","20317","FR","City",Active,w+CAIQIFISCR8rJGve_PpHETCeOAXXyA0E
"1005899","Joue-les-Tours","Joue-les-Tours,Centre-Val de Loire,France","20317","FR","City",Active,w+CAIQIFISCXFgxiIX1vxHEckeKv15yulL
"1005900","Jouy","Jouy,Centre-Val de Loire,France","20317","FR","City",Active,w+CAIQIFISCR0KRnPWD-RHERB-OQXXyA0E
"1005901","La Membrolle-sur-Choisille","La Membrolle-sur-Choisille,Centre-Val de Loire,France","20317","FR","City",Active,w+CAIQIFISCSW_pri2Kv1HEdQnxIm_jmHS
"1005902","Montereau","Montereau,Centre-Val de Loire,France","20317","FR","City",Active,w+CAIQIFISCQGHrfoKZeVHEfuNs1tIsno6
"1005903","Nogent-le-Rotrou","Nogent-le-Rotrou,Centre-Val de Loire,France","20317","FR","City",Active,w+CAIQIFISCasMlb4rt-NHEWB5OQXXyA0E
"1005904","Orleans","Orleans,Centre-Val de Loire,France","20317","FR","City",Active,w+CAIQIFISCeOG853U5ORHESmAw3nkfbme
"1005905","Rochecorbon","Rochecorbon,Centre-Val de Loire,France","20317","FR","City",Active,w+CAIQIFISCf9XsPo40_xHEaCHOAXXyA0E
"1005906","Saint-Aignan","Saint-Aignan,Centre-Val de Loire,France","20317","FR","City",Active,w+CAIQIFISCY-SyvReWPtHEcAeOAXXyA0E
"1005907","Saint-Avertin","Saint-Avertin,Centre-Val de Loire,France","20317","FR","City",Active,w+CAIQIFISCXWb2xyo1vxHEayeMv5MdgRw
"1005908","Saint-Cyr-sur-Loire","Saint-Cyr-sur-Loire,Centre-Val de Loire,France","20317","FR","City",Active,w+CAIQIFISCe1VgL5i1fxHEfCGOAXXyA0E
"1005909","Saint-Jean-de-la-Ruelle","Saint-Jean-de-la-Ruelle,Centre-Val de Loire,France","20317","FR","City",Active,w+CAIQIFISCbEEPpKz-uRHEfDUNwXXyA0E
"1005910","Tours","Tours,Centre-Val de Loire,France","20317","FR","City",Active,w+CAIQIFISCVWal0qz1fxHETCEOAXXyA0E
"1005911","Vasselay","Vasselay,Centre-Val de Loire,France","20317","FR","City",Active,w+CAIQIFISCV9stOSFvvpHET2o3P5DrBEx
"1005912","Vendome","Vendome,Centre-Val de Loire,France","20317","FR","City",Active,w+CAIQIFISCT-TmWEzauNHEff6gXYLhwp7
"1005913","Vineuil","Vineuil,Centre-Val de Loire,France","20317","FR","City",Active,w+CAIQIFISCcvhMm2NqORHEV-VF1uNeR-a
"1005914","Aubrives","Aubrives,Grand Est,France","9068896","FR","City",Active,w+CAIQIFISCSF369ZH78FHERxlyr3HlZcx
"1005915","Balaives et Butz","Balaives et Butz,Grand Est,France","9068896","FR","City",Active,w+CAIQIFISCTUCuzgGFOpHERB-P5q5XwoE
"1005916","Bercenay-en-Othe","Bercenay-en-Othe,Grand Est,France","9068896","FR","City",Active,w+CAIQIFISCa3GhGBAku5HEcBMP5q5XwoE
"1005917","Chalons-en-Champagne","Chalons-en-Champagne,Grand Est,France","9068896","FR","City",Active,w+CAIQIFISCcV4xlsi3utHEeBZO5q5XwoE
"1005919","Charleville-Mezieres","Charleville-Mezieres,Grand Est,France","9068896","FR","City",Active,w+CAIQIFISCScMFG7gDepHEYB6P5q5XwoE
"1005920","Chaumont","Chaumont,Grand Est,France","9068896","FR","City",Active,w+CAIQIFISCQueRFQO5exHETErtdZHKXnX
"1005921","Corbeil","Corbeil,Grand Est,France","9068896","FR","City",Active,w+CAIQIFISCfuMHbkfBuxHEVBWO5q5XwoE
"1005922","Creney-pres-Troyes","Creney-pres-Troyes,Grand Est,France","9068896","FR","City",Active,w+CAIQIFISCVen1z_poe5HEQBIP5q5XwoE
"1005923","Epernay","Epernay,Grand Est,France","9068896","FR","City",Active,w+CAIQIFISCfchA8C-FOlHEeBSO5q5XwoE
"1005924","Joinville","Joinville,Grand Est,France","9068896","FR","City",Active,w+CAIQIFISCa-PePmLj-xHER0-4Mtw7sbw
"1005925","Reims","Reims,Grand Est,France","9068896","FR","City",Active,w+CAIQIFISCQk7U0ozdOlHEcBFO5q5XwoE
"1005926","Roscoff","Roscoff,Brittany,France","20316","FR","City",Active,w+CAIQIFISCWdcrX5F4RNIEUVIW9D579p-
"1005927","Saint-Andre-les-Vergers","Saint-Andre-les-Vergers,Grand Est,France","9068896","FR","City",Active,w+CAIQIFISCV_yUu7Hme5HEbA6P5q5XwoE
"1005928","Taissy","Taissy,Grand Est,France","9068896","FR","City",Active,w+CAIQIFISCXu74R5JcelHEYA_O5q5XwoE
"1005929","Troyes","Troyes,Grand Est,France","9068896","FR","City",Active,w+CAIQIFISCbG3h-dXmO5HEXVP6GZVEt1X
"1005930","Ajaccio","Ajaccio,Corsica,France","20319","FR","City",Active,w+CAIQIFISCYMjndKzadoSEQBflf2lGQgE
"1005931","Bastia","Bastia,Corsica,France","20319","FR","City",Active,w+CAIQIFISCXEJm7ADJNcSEZ0riqdYOdYQ
"1005932","Calvi","Calvi,Corsica,France","20319","FR","City",Active,w+CAIQIFISCdNB909o69ASEbBVlf2lGQgE
"1005933","Corte","Corte,Corsica,France","20319","FR","City",Active,w+CAIQIFISCdsqmwQErdASESnDEnBPRUWz
"1005934","Amance","Amance,Bourgogne-Franche-Comte,France","9068895","FR","City",Active,w+CAIQIFISCSsS2t1o5pJHEXAWD7M0zgkE
"1005935","Baume-les-Dames","Baume-les-Dames,Bourgogne-Franche-Comte,France","9068895","FR","City",Active,w+CAIQIFISCd-2N-H8e5JHEWWATISbvnkf
"1005936","Belfort","Belfort,Bourgogne-Franche-Comte,France","9068895","FR","City",Active,w+CAIQIFISCeFITvx4O5JHEdBQDbM0zgkE
"1005937","Besancon","Besancon,Bourgogne-Franche-Comte,France","9068895","FR","City",Active,w+CAIQIFISCQsT7vD6Yo1HETDtE7M0zgkE
"1005938","Chemin","Chemin,Bourgogne-Franche-Comte,France","9068895","FR","City",Active,w+CAIQIFISCeEk6bKpyfJHEZBZErM0zgkE
"1005939","Fougerolles","Fougerolles,Bourgogne-Franche-Comte,France","9068895","FR","City",Active,w+CAIQIFISCUvamNw7VZJHEY9zXwN87j6x
"1005940","Herimoncourt","Herimoncourt,Bourgogne-Franche-Comte,France","9068895","FR","City",Active,w+CAIQIFISCYHrMaD_GpJHEai2MqpuTNNL
"1005941","Mandeure","Mandeure,Bourgogne-Franche-Comte,France","9068895","FR","City",Active,w+CAIQIFISCYtFGU5oEJJHEWDbE7M0zgkE
"1005942","Montbeliard","Montbeliard,Bourgogne-Franche-Comte,France","9068895","FR","City",Active,w+CAIQIFISCdl6yNaMFpJHERDaE7M0zgkE
"1005943","Poligny","Poligny,Bourgogne-Franche-Comte,France","9068895","FR","City",Active,w+CAIQIFISCRORbhsiI41HEVBIErM0zgkE
"1005944","Saint-Sauveur","Saint-Sauveur,Bourgogne-Franche-Comte,France","9068895","FR","City",Active,w+CAIQIFISCXExvJhZVpJHEaD7DrM0zgkE
"1005945","Valentigney","Valentigney,Bourgogne-Franche-Comte,France","9068895","FR","City",Active,w+CAIQIFISCSUDwremEJJHEQMVdc09QsIo
"1005946","Acheres-la-Foret","Acheres-la-Foret,Ile-de-France,France","20321","FR","City",Active,w+CAIQIFISCX2c-r_AkuVHEaoeqeWeHXsd
"1005947","Alfortville","Alfortville,Ile-de-France,France","20321","FR","City",Active,w+CAIQIFISCauCxgYTc-ZHEQA6i2jDggsE
"1005948","Antony","Antony,Ile-de-France,France","20321","FR","City",Active,w+CAIQIFISCX_HBUYRd-ZHEdA-i2jDggsE
"1005949","Arcueil","Arcueil,Ile-de-France,France","20321","FR","City",Active,w+CAIQIFISCZvvcMQRceZHEfA5i2jDggsE
"1005950","Argenteuil","Argenteuil,Ile-de-France,France","20321","FR","City",Active,w+CAIQIFISCVsFy99kZuZHEdA2i2jDggsE
"1005951","Asnieres-sur-Seine","Asnieres-sur-Seine,Ile-de-France,France","20321","FR","City",Active,w+CAIQIFISCSsboaxCb-ZHEcA-i2jDggsE
"1005952","Athis-Mons","Athis-Mons,Ile-de-France,France","20321","FR","City",Active,w+CAIQIFISCRff4w2QdeZHEQRMHzDSzmGV
"1005953","Aubergenville","Aubergenville,Ile-de-France,France","20321","FR","City",Active,w+CAIQIFISCRvkb3vCk-ZHEZMNUbURhaX3
"1005954","Aubervilliers","Aubervilliers,Ile-de-France,France","20321","FR","City",Active,w+CAIQIFISCa_pBHY9bOZHESiFdEgzEWsw
"1005955","Auvers-sur-Oise","Auvers-sur-Oise,Ile-de-France,France","20321","FR","City",Active,w+CAIQIFISCf099t2MXuZHEW1Zb8VbprZe
"1005956","Avon","Avon,Ile-de-France,France","20321","FR","City",Active,w+CAIQIFISCa_ZD2NR9OVHEf950F9ejd6W
"1005957","Bagneux","Bagneux,Ile-de-France,France","20321","FR","City",Active,w+CAIQIFISCb3v8WDdcOZHEZUF-6WGcagm
"1005958","Bagnolet","Bagnolet,Ile-de-France,France","20321","FR","City",Active,w+CAIQIFISCbeMR8tvbeZHEXA8i2jDggsE
"1005959","Beynes","Beynes,Ile-de-France,France","20321","FR","City",Active,w+CAIQIFISCaXvYMZ8muZHEdZFCE2gj7in
"1005960","Bezons","Bezons,Ile-de-France,France","20321","FR","City",Active,w+CAIQIFISCdOChBwWZOZHEaA1i2jDggsE
"1005961","Bievres","Bievres,Ile-de-France,France","20321","FR","City",Active,w+CAIQIFISCX05yvsNeeZHERv3n-VReZzh
"1005962","Bobigny","Bobigny,Ile-de-France,France","20321","FR","City",Active,w+CAIQIFISCcPdcp_DbOZHEVA8i2jDggsE
"1005963","Bois d'Arcy","Bois d'Arcy,Ile-de-France,France","20321","FR","City",Active,w+CAIQIFISCaXAkhmUhuZHEQBEjGjDggsE
"1005964","Bois-Colombes","Bois-Colombes,Ile-de-France,France","20321","FR","City",Active,w+CAIQIFISCbFUUoSNZeZHEQcgTyP0_4CS
"1005965","Bondoufle","Bondoufle,Ile-de-France,France","20321","FR","City",Active,w+CAIQIFISCZUJfFWC3uVHETghPPIaehvI
"1005966","Bondy","Bondy,Ile-de-France,France","20321","FR","City",Active,w+CAIQIFISCRXCbh4YE-ZHEUA8i2jDggsE
